COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE
Yuba,2017,Age groups,65+ years,65+ years,37,42
California,2017,Race/ethnicity,White,18 - 40  Years,54967,40.1
Alameda,2017,Race/ethnicity,White,18 - 40  Years,1549,32
Alpine,2017,Race/ethnicity,White,18 - 40  Years,0,0
Amador,2017,Race/ethnicity,White,18 - 40  Years,161,63.8
Butte,2017,Race/ethnicity,White,18 - 40  Years,764,53.3
Calaveras,2017,Race/ethnicity,White,18 - 40  Years,156,50.1
Colusa,2017,Race/ethnicity,White,18 - 40  Years,37,55.1
Contra Costa,2017,Race/ethnicity,White,18 - 40  Years,1906,40.4
Del Norte,2017,Race/ethnicity,White,18 - 40  Years,110,72.9
El Dorado,2017,Race/ethnicity,White,18 - 40  Years,318,25.8
Fresno,2017,Race/ethnicity,White,18 - 40  Years,1951,72.7
Glenn,2017,Race/ethnicity,White,18 - 40  Years,73,53.9
Humboldt,2017,Race/ethnicity,White,18 - 40  Years,634,65.5
Imperial,2017,Race/ethnicity,White,18 - 40  Years,174,73.8
Inyo,2017,Race/ethnicity,White,18 - 40  Years,52,50.8
Kern,2017,Race/ethnicity,White,18 - 40  Years,1851,56.9
Kings,2017,Race/ethnicity,White,18 - 40  Years,444,87.6
Lake,2017,Race/ethnicity,White,18 - 40  Years,344,83.6
Lassen,2017,Race/ethnicity,White,18 - 40  Years,126,57.3
Los Angeles,2017,Race/ethnicity,White,18 - 40  Years,8625,35.4
Madera,2017,Race/ethnicity,White,18 - 40  Years,229,46.6
Marin,2017,Race/ethnicity,White,18 - 40  Years,324,19.5
Mariposa,2017,Race/ethnicity,White,18 - 40  Years,69,51.7
Mendocino,2017,Race/ethnicity,White,18 - 40  Years,348,70.2
Merced,2017,Race/ethnicity,White,18 - 40  Years,702,85.7
Modoc,2017,Race/ethnicity,White,18 - 40  Years,42,72.8
Mono,2017,Race/ethnicity,White,18 - 40  Years,27,36
Monterey,2017,Race/ethnicity,White,18 - 40  Years,464,44.7
Napa,2017,Race/ethnicity,White,18 - 40  Years,318,46
Nevada,2017,Race/ethnicity,White,18 - 40  Years,329,50.9
Orange,2017,Race/ethnicity,White,18 - 40  Years,4025,33.8
Placer,2017,Race/ethnicity,White,18 - 40  Years,843,33.8
Plumas,2017,Race/ethnicity,White,18 - 40  Years,68,48.7
Riverside,2017,Race/ethnicity,White,18 - 40  Years,3279,40.7
Sacramento,2017,Race/ethnicity,White,18 - 40  Years,3266,49.7
San Benito,2017,Race/ethnicity,White,18 - 40  Years,92,61.5
San Bernardino,2017,Race/ethnicity,White,18 - 40  Years,3552,54.9
San Diego,2017,Race/ethnicity,White,18 - 40  Years,3698,26.2
San Francisco,2017,Race/ethnicity,White,18 - 40  Years,816,26.4
San Joaquin,2017,Race/ethnicity,White,18 - 40  Years,1335,58
San Luis Obispo,2017,Race/ethnicity,White,18 - 40  Years,613,39.3
San Mateo,2017,Race/ethnicity,White,18 - 40  Years,805,28.5
Santa Barbara,2017,Race/ethnicity,White,18 - 40  Years,632,36.8
Santa Clara,2017,Race/ethnicity,White,18 - 40  Years,1753,30.1
Santa Cruz,2017,Race/ethnicity,White,18 - 40  Years,428,30.7
Shasta,2017,Race/ethnicity,White,18 - 40  Years,852,65.7
Sierra,2017,Race/ethnicity,White,18 - 40  Years,,
Siskiyou,2017,Race/ethnicity,White,18 - 40  Years,136,50.5
Solano,2017,Race/ethnicity,White,18 - 40  Years,1082,69.1
Sonoma,2017,Race/ethnicity,White,18 - 40  Years,1196,39.7
Stanislaus,2017,Race/ethnicity,White,18 - 40  Years,1370,59.1
Sutter,2017,Race/ethnicity,White,18 - 40  Years,176,37.8
Tehama,2017,Race/ethnicity,White,18 - 40  Years,227,58.1
Trinity,2017,Race/ethnicity,White,18 - 40  Years,62,74.7
Tulare,2017,Race/ethnicity,White,18 - 40  Years,482,34.5
Tuolumne,2017,Race/ethnicity,White,18 - 40  Years,224,59.9
Ventura,2017,Race/ethnicity,White,18 - 40  Years,1162,33.1
Yolo,2017,Race/ethnicity,White,18 - 40  Years,378,41
Yuba,2017,Race/ethnicity,White,18 - 40  Years,226,53
California,2017,Race/ethnicity,Black,18 - 40  Years,38416,177.3
Alameda,2017,Race/ethnicity,Black,18 - 40  Years,4051,218.5
Alpine,2017,Race/ethnicity,Black,18 - 40  Years,0,0
Amador,2017,Race/ethnicity,Black,18 - 40  Years,,
Butte,2017,Race/ethnicity,Black,18 - 40  Years,91,286.6
Calaveras,2017,Race/ethnicity,Black,18 - 40  Years,,
Colusa,2017,Race/ethnicity,Black,18 - 40  Years,,
Contra Costa,2017,Race/ethnicity,Black,18 - 40  Years,2150,232.7
Del Norte,2017,Race/ethnicity,Black,18 - 40  Years,,
El Dorado,2017,Race/ethnicity,Black,18 - 40  Years,19,176.3
Fresno,2017,Race/ethnicity,Black,18 - 40  Years,775,153
Glenn,2017,Race/ethnicity,Black,18 - 40  Years,,
Humboldt,2017,Race/ethnicity,Black,18 - 40  Years,49,379.6
Imperial,2017,Race/ethnicity,Black,18 - 40  Years,48,119.3
Inyo,2017,Race/ethnicity,Black,18 - 40  Years,0,0
Kern,2017,Race/ethnicity,Black,18 - 40  Years,1039,201.5
Kings,2017,Race/ethnicity,Black,18 - 40  Years,167,177.7
Lake,2017,Race/ethnicity,Black,18 - 40  Years,21,221.7
Lassen,2017,Race/ethnicity,Black,18 - 40  Years,,
Los Angeles,2017,Race/ethnicity,Black,18 - 40  Years,13260,175.8
Madera,2017,Race/ethnicity,Black,18 - 40  Years,70,194.6
Marin,2017,Race/ethnicity,Black,18 - 40  Years,54,87.8
Mariposa,2017,Race/ethnicity,Black,18 - 40  Years,,
Mendocino,2017,Race/ethnicity,Black,18 - 40  Years,13,180.4
Merced,2017,Race/ethnicity,Black,41 - 64 Years,284,361.6
Modoc,2017,Race/ethnicity,Black,41 - 64 Years,0,0
Mono,2017,Race/ethnicity,Black,41 - 64 Years,0,0
Monterey,2017,Race/ethnicity,Black,41 - 64 Years,135,161.4
Napa,2017,Race/ethnicity,Black,41 - 64 Years,26,135.9
Nevada,2017,Race/ethnicity,Black,41 - 64 Years,,
Orange,2017,Race/ethnicity,Black,41 - 64 Years,610,126
Placer,2017,Race/ethnicity,Black,41 - 64 Years,43,112.5
Plumas,2017,Race/ethnicity,Black,41 - 64 Years,,
Riverside,2017,Race/ethnicity,Black,41 - 64 Years,1996,139.5
Sacramento,2017,Race/ethnicity,Black,41 - 64 Years,3440,229.9
San Benito,2017,Race/ethnicity,Black,41 - 64 Years,,
San Bernardino,2017,Race/ethnicity,Black,41 - 64 Years,2935,154.9
San Diego,2017,Race/ethnicity,Black,41 - 64 Years,1883,129.8
San Francisco,2017,Race/ethnicity,Black,41 - 64 Years,994,227.5
San Joaquin,2017,Race/ethnicity,Black,41 - 64 Years,1194,215.7
San Luis Obispo,2017,Race/ethnicity,Black,41 - 64 Years,45,132.3
San Mateo,2017,Race/ethnicity,Black,41 - 64 Years,132,67.7
Santa Barbara,2017,Race/ethnicity,Black,41 - 64 Years,115,151.5
Santa Clara,2017,Race/ethnicity,Black,41 - 64 Years,602,117.5
Santa Cruz,2017,Race/ethnicity,Black,41 - 64 Years,22,87.4
Shasta,2017,Race/ethnicity,Black,41 - 64 Years,24,148.8
Sierra,2017,Race/ethnicity,Black,41 - 64 Years,0,0
Siskiyou,2017,Race/ethnicity,Black,41 - 64 Years,,
Solano,2017,Race/ethnicity,Black,41 - 64 Years,1228,232.8
Sonoma,2017,Race/ethnicity,Black,41 - 64 Years,97,121.5
Stanislaus,2017,Race/ethnicity,Black,41 - 64 Years,379,280.5
Sutter,2017,Race/ethnicity,Black,41 - 64 Years,21,131.3
Tehama,2017,Race/ethnicity,Black,41 - 64 Years,,
Trinity,2017,Race/ethnicity,Black,41 - 64 Years,0,0
Tulare,2017,Race/ethnicity,Black,41 - 64 Years,70,129.5
Tuolumne,2017,Race/ethnicity,Black,41 - 64 Years,11,
Ventura,2017,Race/ethnicity,Black,41 - 64 Years,156,141.2
Yolo,2017,Race/ethnicity,Black,41 - 64 Years,62,108
Yuba,2017,Race/ethnicity,Black,41 - 64 Years,29,135
California,2017,Race/ethnicity,Hispanic,41 - 64 Years,77639,48.8
Alameda,2017,Race/ethnicity,Hispanic,41 - 64 Years,2263,57.7
Alpine,2017,Race/ethnicity,Hispanic,41 - 64 Years,0,0
Amador,2017,Race/ethnicity,Hispanic,41 - 64 Years,24,53.8
Butte,2017,Race/ethnicity,Hispanic,41 - 64 Years,121,33.5
Calaveras,2017,Race/ethnicity,Hispanic,41 - 64 Years,21,37.7
Colusa,2017,Race/ethnicity,Hispanic,41 - 64 Years,54,34.9
Contra Costa,2017,Race/ethnicity,Hispanic,41 - 64 Years,1937,68.2
Del Norte,2017,Race/ethnicity,Hispanic,41 - 64 Years,15,26.1
El Dorado,2017,Race/ethnicity,Hispanic,41 - 64 Years,101,41.7
Fresno,2017,Race/ethnicity,Hispanic,41 - 64 Years,4827,83.8
Glenn,2017,Race/ethnicity,Hispanic,41 - 64 Years,39,33.9
Humboldt,2017,Race/ethnicity,Hispanic,41 - 64 Years,40,25.7
Imperial,2017,Race/ethnicity,Hispanic,41 - 64 Years,1139,70.4
Inyo,2017,Race/ethnicity,Hispanic,41 - 64 Years,23,47.7
Kern,2017,Race/ethnicity,Hispanic,41 - 64 Years,2694,53.4
Kings,2017,Race/ethnicity,Hispanic,41 - 64 Years,592,70.7
Lake,2017,Race/ethnicity,Hispanic,41 - 64 Years,79,70
Lassen,2017,Race/ethnicity,Hispanic,41 - 64 Years,,
Los Angeles,2017,Race/ethnicity,Hispanic,0 - 4 Years,25709,50
Madera,2017,Race/ethnicity,Hispanic,0 - 4 Years,704,68.8
Marin,2017,Race/ethnicity,Hispanic,0 - 4 Years,118,27.2
Mariposa,2017,Race/ethnicity,Hispanic,0 - 4 Years,,
Mendocino,2017,Race/ethnicity,Hispanic,0 - 4 Years,82,33.3
Merced,2017,Race/ethnicity,Hispanic,0 - 4 Years,1355,82.2
Modoc,2017,Race/ethnicity,Hispanic,0 - 4 Years,,
Mono,2017,Race/ethnicity,Hispanic,0 - 4 Years,16,32
Monterey,2017,Race/ethnicity,Hispanic,0 - 4 Years,1393,51
Napa,2017,Race/ethnicity,Hispanic,0 - 4 Years,168,32.4
Nevada,2017,Race/ethnicity,Hispanic,0 - 4 Years,14,15.1
Orange,2017,Race/ethnicity,Hispanic,0 - 4 Years,4274,36.5
Placer,2017,Race/ethnicity,Hispanic,0 - 4 Years,137,23.5
Plumas,2017,Race/ethnicity,Hispanic,0 - 4 Years,21,134.6
Riverside,2017,Race/ethnicity,Hispanic,0 - 4 Years,4192,36.6
Sacramento,2017,Race/ethnicity,Hispanic,0 - 4 Years,2046,59.2
San Benito,2017,Race/ethnicity,Hispanic,0 - 4 Years,183,49.6
San Bernardino,2017,Race/ethnicity,Hispanic,5 - 17 Years,5105,45.3
San Diego,2017,Race/ethnicity,Hispanic,5 - 17 Years,4392,37.7
San Francisco,2017,Race/ethnicity,Hispanic,5 - 17 Years,593,48.5
San Joaquin,2017,Race/ethnicity,Hispanic,5 - 17 Years,1699,56.9
San Luis Obispo,2017,Race/ethnicity,Hispanic,5 - 17 Years,236,35.3
San Mateo,2017,Race/ethnicity,Hispanic,5 - 17 Years,1154,58.3
Santa Barbara,2017,Race/ethnicity,Hispanic,5 - 17 Years,921,42.6
Santa Clara,2017,Race/ethnicity,Hispanic,5 - 17 Years,2872,54.5
Santa Cruz,2017,Race/ethnicity,Hispanic,5 - 17 Years,441,45.6
Shasta,2017,Race/ethnicity,Hispanic,5 - 17 Years,64,33.5
Sierra,2017,Race/ethnicity,Hispanic,5 - 17 Years,,
Siskiyou,2017,Race/ethnicity,Hispanic,5 - 17 Years,12,22.7
Solano,2017,Race/ethnicity,Hispanic,5 - 17 Years,656,59.3
Sonoma,2017,Race/ethnicity,Hispanic,5 - 17 Years,508,37
Stanislaus,2017,Race/ethnicity,Hispanic,5 - 17 Years,1296,53.1
Sutter,2017,Race/ethnicity,Hispanic,5 - 17 Years,91,27.9
Tehama,2017,Race/ethnicity,Hispanic,5 - 17 Years,77,50.4
Trinity,2017,Race/ethnicity,Hispanic,5 - 17 Years,,
Tulare,2017,Race/ethnicity,Hispanic,5 - 17 Years,1273,38.1
Tuolumne,2017,Race/ethnicity,Hispanic,5 - 17 Years,15,22.5
Ventura,2017,Race/ethnicity,Hispanic,5 - 17 Years,1443,37.4
Yolo,2017,Race/ethnicity,Hispanic,5 - 17 Years,313,48.7
Yuba,2017,Race/ethnicity,Hispanic,5 - 17 Years,62,29.2
California,2017,Race/ethnicity,Asian/PI,5 - 17 Years,9676,19.4
Alameda,2017,Race/ethnicity,Asian/PI,5 - 17 Years,957,23
Alpine,2017,Race/ethnicity,Asian/PI,5 - 17 Years,0,0
Amador,2017,Race/ethnicity,Asian/PI,5 - 17 Years,0,0
Butte,2017,Race/ethnicity,Asian/PI,5 - 17 Years,19,21.1
Calaveras,2017,Race/ethnicity,Asian/PI,5 - 17 Years,,
Colusa,2017,Race/ethnicity,Asian/PI,5 - 17 Years,0,0
Contra Costa,2017,Race/ethnicity,Asian/PI,5 - 17 Years,401,26.3
Del Norte,2017,Race/ethnicity,Asian/PI,5 - 17 Years,,
El Dorado,2017,Race/ethnicity,Asian/PI,5 - 17 Years,12,18.4
Fresno,2017,Race/ethnicity,Asian/PI,5 - 17 Years,237,25.5
Glenn,2017,Race/ethnicity,Asian/PI,5 - 17 Years,,
Humboldt,2017,Race/ethnicity,Asian/PI,5 - 17 Years,,
Imperial,2017,Race/ethnicity,Asian/PI,5 - 17 Years,,
Inyo,2017,Race/ethnicity,Asian/PI,5 - 17 Years,0,0
Kern,2017,Race/ethnicity,Asian/PI,5 - 17 Years,79,23.5
Kings,2017,Race/ethnicity,Asian/PI,5 - 17 Years,11,
Lake,2017,Race/ethnicity,Asian/PI,5 - 17 Years,,
Lassen,2017,Race/ethnicity,Asian/PI,5 - 17 Years,0,0
Los Angeles,2017,Race/ethnicity,Asian/PI,5 - 17 Years,2360,18
Madera,2017,Race/ethnicity,Asian/PI,5 - 17 Years,,
Marin,2017,Race/ethnicity,Asian/PI,5 - 17 Years,25,17.4
Mariposa,2017,Race/ethnicity,Asian/PI,5 - 17 Years,0,0
Mendocino,2017,Race/ethnicity,Asian/PI,5 - 17 Years,,
Merced,2017,Race/ethnicity,Asian/PI,5 - 17 Years,33,20.3
Modoc,2017,Race/ethnicity,Asian/PI,5 - 17 Years,0,0
Mono,2017,Race/ethnicity,Asian/PI,5 - 17 Years,0,0
Monterey,2017,Race/ethnicity,Asian/PI,5 - 17 Years,86,31.9
Napa,2017,Race/ethnicity,Asian/PI,5 - 17 Years,34,34
Nevada,2017,Race/ethnicity,Asian/PI,41 - 64 Years,0,0
Orange,2017,Race/ethnicity,Asian/PI,41 - 64 Years,814,14.8
Placer,2017,Race/ethnicity,Asian/PI,41 - 64 Years,42,15.4
Plumas,2017,Race/ethnicity,Asian/PI,41 - 64 Years,0,0
Riverside,2017,Race/ethnicity,Asian/PI,41 - 64 Years,182,13.5
Sacramento,2017,Race/ethnicity,Asian/PI,41 - 64 Years,749,33.4
San Benito,2017,Race/ethnicity,Asian/PI,41 - 64 Years,,
San Bernardino,2017,Race/ethnicity,Asian/PI,41 - 64 Years,214,17.4
San Diego,2017,Race/ethnicity,Asian/PI,41 - 64 Years,668,19.4
San Francisco,2017,Race/ethnicity,Asian/PI,41 - 64 Years,498,20.4
San Joaquin,2017,Race/ethnicity,Asian/PI,41 - 64 Years,328,32
San Luis Obispo,2017,Race/ethnicity,Asian/PI,41 - 64 Years,11,
San Mateo,2017,Race/ethnicity,Asian/PI,41 - 64 Years,361,18.5
Santa Barbara,2017,Race/ethnicity,Asian/PI,41 - 64 Years,38,23.5
Santa Clara,2017,Race/ethnicity,Asian/PI,41 - 64 Years,943,16
Santa Cruz,2017,Race/ethnicity,Asian/PI,41 - 64 Years,,
Shasta,2017,Race/ethnicity,Asian/PI,41 - 64 Years,20,33.8
Sierra,2017,Race/ethnicity,Asian/PI,41 - 64 Years,0,0
Siskiyou,2017,Race/ethnicity,Asian/PI,41 - 64 Years,,
Solano,2017,Race/ethnicity,Asian/PI,41 - 64 Years,212,33.3
Sonoma,2017,Race/ethnicity,Asian/PI,41 - 64 Years,32,16.9
Stanislaus,2017,Race/ethnicity,Asian/PI,41 - 64 Years,59,21
Sutter,2017,Race/ethnicity,Asian/PI,41 - 64 Years,31,20.7
Tehama,2017,Race/ethnicity,Asian/PI,41 - 64 Years,,
Trinity,2017,Race/ethnicity,Asian/PI,41 - 64 Years,0,0
Tulare,2017,Race/ethnicity,Asian/PI,41 - 64 Years,23,14.1
Tuolumne,2017,Race/ethnicity,Asian/PI,41 - 64 Years,,
Ventura,2017,Race/ethnicity,Asian/PI,41 - 64 Years,76,13.8
Yolo,2017,Race/ethnicity,Asian/PI,41 - 64 Years,58,33.8
Yuba,2017,Race/ethnicity,Asian/PI,41 - 64 Years,14,37.9
California,2017,Race/ethnicity,AI/AN,41 - 64 Years,765,47
Alameda,2017,Race/ethnicity,AI/AN,41 - 64 Years,185,469.6
Alpine,2017,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Amador,2017,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Butte,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Calaveras,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Colusa,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Contra Costa,2017,Race/ethnicity,AI/AN,41 - 64 Years,13,50.9
Del Norte,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
El Dorado,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Fresno,2017,Race/ethnicity,AI/AN,41 - 64 Years,11,
Glenn,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Humboldt,2017,Race/ethnicity,AI/AN,41 - 64 Years,49,70.4
Imperial,2017,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Inyo,2017,Race/ethnicity,AI/AN,41 - 64 Years,12,71.6
Kern,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Kings,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Lake,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Lassen,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Los Angeles,2017,Race/ethnicity,AI/AN,41 - 64 Years,51,26.1
Madera,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Marin,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Mariposa,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Mendocino,2017,Race/ethnicity,AI/AN,41 - 64 Years,19,56.8
Merced,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Modoc,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Mono,2017,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Monterey,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Napa,2017,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Nevada,2017,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Orange,2017,Race/ethnicity,AI/AN,41 - 64 Years,13,23.7
Placer,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Plumas,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Riverside,2017,Race/ethnicity,AI/AN,41 - 64 Years,44,40.2
Sacramento,2017,Race/ethnicity,AI/AN,41 - 64 Years,43,55.3
San Benito,2017,Race/ethnicity,AI/AN,41 - 64 Years,0,0
San Bernardino,2017,Race/ethnicity,AI/AN,41 - 64 Years,69,82.7
San Diego,2017,Race/ethnicity,AI/AN,41 - 64 Years,25,17.5
San Francisco,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
San Joaquin,2017,Race/ethnicity,AI/AN,41 - 64 Years,19,60.9
San Luis Obispo,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
San Mateo,2017,Race/ethnicity,AI/AN,41 - 64 Years,,
Santa Barbara,2017,Race/ethnicity,AI/AN,65+ years,,
Santa Clara,2017,Race/ethnicity,AI/AN,65+ years,,
Santa Cruz,2017,Race/ethnicity,AI/AN,65+ years,0,0
Shasta,2017,Race/ethnicity,AI/AN,65+ years,28,64.9
Sierra,2017,Race/ethnicity,AI/AN,65+ years,0,0
Siskiyou,2017,Race/ethnicity,AI/AN,65+ years,,
Solano,2017,Race/ethnicity,AI/AN,65+ years,12,59.4
Sonoma,2017,Race/ethnicity,AI/AN,65+ years,21,49.9
Stanislaus,2017,Race/ethnicity,AI/AN,65+ years,,
Sutter,2017,Race/ethnicity,AI/AN,65+ years,,
Tehama,2017,Race/ethnicity,AI/AN,65+ years,0,0
Trinity,2017,Race/ethnicity,AI/AN,65+ years,,
Tulare,2017,Race/ethnicity,AI/AN,65+ years,23,69.3
Tuolumne,2017,Race/ethnicity,AI/AN,65+ years,0,0
Ventura,2017,Race/ethnicity,AI/AN,65+ years,,
Yolo,2017,Race/ethnicity,AI/AN,65+ years,,
Yuba,2017,Race/ethnicity,AI/AN,65+ years,,
California,2018,Total population,All ages,65+ years,174733,45.8
Alameda,2018,Total population,All ages,65+ years,9086,57.8
Alpine,2018,Total population,All ages,65+ years,,
Amador,2018,Total population,All ages,65+ years,187,61.8
Butte,2018,Total population,All ages,65+ years,770,38.1
Calaveras,2018,Total population,All ages,65+ years,171,45.3
Colusa,2018,Total population,All ages,65+ years,67,29.6
Contra Costa,2018,Total population,All ages,65+ years,6021,56.8
Del Norte,2018,Total population,All ages,65+ years,172,71.1
El Dorado,2018,Total population,All ages,65+ years,564,35.5
Fresno,2018,Total population,All ages,65+ years,6930,67.4
Glenn,2018,Total population,All ages,65+ years,103,36.3
Humboldt,2018,Total population,All ages,65+ years,815,64.5
Imperial,2018,Total population,All ages,65+ years,1287,66.3
Inyo,2018,Total population,All ages,65+ years,90,53.7
Kern,2018,Total population,All ages,65+ years,5008,54.5
Kings,2018,Total population,All ages,65+ years,1027,65
Lake,2018,Total population,All ages,65+ years,487,79.4
Lassen,2018,Total population,All ages,65+ years,118,40.7
Los Angeles,2018,Total population,All ages,65+ years,50778,51.5
Madera,2018,Total population,All ages,65+ years,956,60.2
Marin,2018,Total population,All ages,65+ years,543,23.1
Mariposa,2018,Total population,All ages,65+ years,66,45.3
Mendocino,2018,Total population,All ages,65+ years,451,56.4
Merced,2018,Total population,All ages,65+ years,2211,79.2
Modoc,2018,Total population,All ages,65+ years,59,80.1
Mono,2018,Total population,All ages,65+ years,33,28.1
Monterey,2018,Total population,All ages,65+ years,1959,44.3
Napa,2018,Total population,All ages,65+ years,439,33.5
Nevada,2018,Total population,All ages,65+ years,267,33.6
Orange,2018,Total population,All ages,65+ years,8878,29.2
Placer,2018,Total population,All ages,65+ years,968,28.3
Plumas,2018,Total population,All ages,65+ years,99,61.4
Riverside,2018,Total population,All ages,65+ years,9596,41.5
Sacramento,2018,Total population,All ages,65+ years,8953,60.7
San Benito,2018,Total population,All ages,65+ years,268,48.7
San Bernardino,2018,Total population,All ages,65+ years,11335,51.9
San Diego,2018,Total population,All ages,65+ years,10068,30.9
San Francisco,2018,Total population,All ages,65+ years,2997,38.5
San Joaquin,2018,Total population,All ages,65+ years,4245,57.5
San Luis Obispo,2018,Total population,All ages,65+ years,926,38.1
San Mateo,2018,Total population,All ages,65+ years,2382,32.5
Santa Barbara,2018,Total population,All ages,65+ years,1641,37.7
Santa Clara,2018,Total population,All ages,65+ years,5534,29.1
Santa Cruz,2018,Total population,All ages,65+ years,864,34.4
Shasta,2018,Total population,All ages,65+ years,726,46.4
Sierra,2018,Total population,All ages,65+ years,8,
Siskiyou,2018,Total population,All ages,65+ years,128,33.7
Solano,2018,Total population,All ages,65+ years,3349,80.8
Sonoma,2018,Total population,All ages,65+ years,1682,36.6
Stanislaus,2018,Total population,All ages,65+ years,2763,51.3
Sutter,2018,Total population,All ages,65+ years,324,33.7
Tehama,2018,Total population,All ages,65+ years,335,55.9
Trinity,2018,Total population,All ages,65+ years,55,52.7
Tulare,2018,Total population,All ages,65+ years,1980,40.5
Tuolumne,2018,Total population,All ages,65+ years,224,46.9
Ventura,2018,Total population,All ages,65+ years,2619,32.4
Yolo,2018,Total population,All ages,65+ years,774,38.4
Yuba,2018,Total population,All ages,65+ years,297,39.2
California,2018,Child vs. adult,0–17 years,5 - 17 Years,69375,75.3
Alameda,2018,Child vs. adult,0–17 years,5 - 17 Years,3435,98.5
Alpine,2018,Child vs. adult,0–17 years,5 - 17 Years,0,0
Amador,2018,Child vs. adult,0–17 years,5 - 17 Years,56,100.4
Butte,2018,Child vs. adult,0–17 years,5 - 17 Years,226,49.9
Calaveras,2018,Child vs. adult,0–17 years,5 - 17 Years,40,53.8
Colusa,2018,Child vs. adult,0–17 years,5 - 17 Years,26,43.1
Contra Costa,2018,Child vs. adult,0–17 years,5 - 17 Years,2185,88.8
Del Norte,2018,Child vs. adult,0–17 years,5 - 17 Years,71,120.8
El Dorado,2018,Child vs. adult,0–17 years,5 - 17 Years,155,44.5
Fresno,2018,Child vs. adult,0–17 years,5 - 17 Years,4066,143.1
Glenn,2018,Child vs. adult,0–17 years,5 - 17 Years,38,50.6
Humboldt,2018,Child vs. adult,0–17 years,5 - 17 Years,160,57.7
Imperial,2018,Child vs. adult,0–17 years,5 - 17 Years,718,133
Inyo,2018,Child vs. adult,0–17 years,5 - 17 Years,39,96.8
Kern,2018,Child vs. adult,0–17 years,5 - 17 Years,2228,86.8
Kings,2018,Child vs. adult,0–17 years,5 - 17 Years,510,111
Lake,2018,Child vs. adult,0–17 years,5 - 17 Years,108,79.6
Lassen,2018,Child vs. adult,0–17 years,5 - 17 Years,32,60.7
Los Angeles,2018,Child vs. adult,0–17 years,5 - 17 Years,20462,88.5
Madera,2018,Child vs. adult,0–17 years,5 - 17 Years,595,140.3
Marin,2018,Child vs. adult,0–17 years,5 - 17 Years,166,33
Mariposa,2018,Child vs. adult,0–17 years,5 - 17 Years,22,77.6
Mendocino,2018,Child vs. adult,0–17 years,5 - 17 Years,128,66.7
Merced,2018,Child vs. adult,0–17 years,5 - 17 Years,1039,130.9
Modoc,2018,Child vs. adult,0–17 years,5 - 17 Years,19,114.2
Mono,2018,Child vs. adult,0–17 years,5 - 17 Years,14,49.4
Monterey,2018,Child vs. adult,0–17 years,5 - 17 Years,758,65.4
Napa,2018,Child vs. adult,0–17 years,5 - 17 Years,148,51.6
Nevada,2018,Child vs. adult,0–17 years,5 - 17 Years,60,37.4
Orange,2018,Child vs. adult,0–17 years,5 - 17 Years,3872,53.7
Placer,2018,Child vs. adult,0–17 years,5 - 17 Years,288,38.4
Plumas,2018,Child vs. adult,0–17 years,5 - 17 Years,22,70.4
Riverside,2018,Child vs. adult,0–17 years,5 - 17 Years,3951,66.5
Sacramento,2018,Child vs. adult,0–17 years,5 - 17 Years,2825,78.2
San Benito,2018,Child vs. adult,0–17 years,5 - 17 Years,120,83.2
San Bernardino,2018,Child vs. adult,0–17 years,5 - 17 Years,4679,81.2
San Diego,2018,Child vs. adult,0–17 years,5 - 17 Years,4085,51
San Francisco,2018,Child vs. adult,0–17 years,5 - 17 Years,930,67.7
San Joaquin,2018,Child vs. adult,0–17 years,5 - 17 Years,1587,80.1
San Luis Obispo,2018,Child vs. adult,0–17 years,5 - 17 Years,268,54.3
San Mateo,2018,Child vs. adult,0–17 years,5 - 17 Years,782,48.2
Santa Barbara,2018,Child vs. adult,0–17 years,5 - 17 Years,685,67.8
Santa Clara,2018,Child vs. adult,0–17 years,5 - 17 Years,1676,37.4
Santa Cruz,2018,Child vs. adult,0–17 years,5 - 17 Years,332,56
